dataset,method,budget,seed,trial,n_estimators,max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,reg_lambda,gamma,full_val_auc,distilled_val_auc,full_seconds,distilled_seconds
adult,histdistill_refined,budget_50,seed_0,10,88,4,0.05689575066375989,4.277739501894222,0.9854625403374119,0.9609383992108369,1.1683858026801275,0.3205486253361396,0.9138280574150985,0.8364730913589916,0.0968016999977408,0.03324679999786895
adult,histdistill_refined,budget_50,seed_0,11,60,5,0.026193941770822664,1.1414263914091487,0.7485647225852086,0.8851390936029466,0.5931665839728875,0.18577709751489446,0.9066600223006309,0.8606693105272586,0.08593680000194581,0.03405899999779649
adult,histdistill_refined,budget_50,seed_0,12,86,2,0.0824213144767601,1.9533267876003055,0.8604837424691404,0.8474083523529371,4.588267383391463,1.8367937157411935,0.9068025255533848,0.8470452358437511,0.09030660000280477,0.03139340000052471
adult,histdistill_refined,budget_50,seed_0,13,67,2,0.1605649859505072,4.441067519170738,0.8736591882780382,0.8808625436218323,0.7990100994191748,1.8345265992856814,0.9111050476353139,0.8399495805787333,0.07472340000094846,0.027850099999341182
adult,histdistill_refined,budget_50,seed_0,14,149,2,0.08161182402983427,4.7798728701530155,0.6971665080673956,0.8654278960256034,0.38624539752013143,1.5320726829325657,0.9134107884508837,0.8416380965870037,0.12429629999678582,0.03498589999799151
adult,histdistill_refined,budget_50,seed_0,15,83,2,0.08282886243508174,5.382643063975337,0.8699217518270816,0.7624681934087323,1.3945150181611594,0.6763056854720215,0.9053089317775658,0.8470332593218999,0.087009399998351,0.029791900000418536
adult,histdistill_refined,budget_50,seed_0,16,106,4,0.032208747351948175,1.0867099875047812,0.6614514323689205,0.6793682861369418,0.8351198549464016,0.46339644278461445,0.909590104407499,0.8699695136768408,0.1284650999950827,0.03561069999705069
adult,histdistill_refined,budget_50,seed_0,17,144,4,0.09192008198431115,5.75471594207667,0.7742713551059885,0.7615376382535608,0.2456569962872494,0.23569928904879056,0.919792712442669,0.8369471186224152,0.14212299999780953,0.036010499999974854
adult,histdistill_refined,budget_50,seed_0,18,95,4,0.12608299517514157,1.8557719633355043,0.8454040889319916,0.9854680397934664,1.7356529882330893,1.4900697732953037,0.91983888280227,0.8551823277915016,0.10472760000266135,0.03281029999925522
adult,histdistill_refined,budget_50,seed_0,19,97,5,0.03827756317756753,3.03282916082489,0.9010880768642378,0.9447797754032341,0.28622963451914585,1.3775894114260954,0.914657908878456,0.8385754048758678,0.12715389999357285,0.029441999999107793
adult,histdistill_refined,budget_50,seed_0,20,111,4,0.05609169007381444,0.6628448042545665,0.7735669518240992,0.9872196618421676,0.15004232353480146,0.22727598717635122,0.9174649278839812,0.874073121352368,0.1394598999977461,0.0350964000026579
adult,histdistill_refined,budget_50,seed_0,21,116,3,0.030515052625019256,1.0488408106261007,0.9700596427360236,0.7615737285059528,0.9780043601698453,0.4774895591099031,0.9049258566511005,0.879338625220264,0.11503349999838974,0.03664019999996526
adult,histdistill_refined,budget_50,seed_0,22,118,4,0.032165031288357876,4.466787223359439,0.7980311156700575,0.714281135482001,2.345540973079443,1.1085650780544656,0.9109106461212039,0.8409399868640121,0.13358380000136094,0.0369594000003417
adult,histdistill_refined,budget_50,seed_0,23,77,3,0.04020097014844,4.363432781818305,0.7778497698462112,0.6650817417221085,6.710574506675065,0.0609296162497901,0.9022085747730709,0.8365225596014213,0.09184800000366522,0.031744699997943826
adult,histdistill_refined,budget_50,seed_0,24,107,2,0.0627041418699791,0.8897178280189117,0.7672972631551334,0.8486478346766693,6.4590491831002605,1.8726244485156895,0.9048329952135571,0.849651257569509,0.09921350000513485,0.030317400000058115
adult,histdistill_refined,budget_50,seed_0,25,106,2,0.1347452721295592,0.796250688820678,0.9340015053761317,0.7537215262468697,1.9105704458251394,1.4375864100550535,0.914074010045004,0.8617100529188693,0.1071492000046419,0.030503500005579554
