dataset,method,method_label,budget,seed,split_regret,split_regret_norm,split_regret_mean,split_regret_norm_mean,split_regret_root,split_regret_root_norm,split_regret_agreement,split_regret_weighted_agreement,split_regret_states,split_regret_depth_0_norm,split_regret_depth_0_agreement,split_regret_depth_1_norm,split_regret_depth_1_agreement,split_regret_depth_2_norm,split_regret_depth_2_agreement
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_refined,HistDistill-Refined,budget_50,seed_1,0.12837835493760463,0.12837835493760463,0.12837835493760463,0.12837835493760463,0.12837835493760463,0.12837835493760463,0.0,0.0,1.0,0.12837835493760463,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_refined,HistDistill-Refined,budget_50,seed_2,0.13764655714500412,0.13764655714500412,0.13764655714500412,0.13764655714500412,0.13764655714500412,0.13764655714500412,0.0,0.0,1.0,0.13764655714500412,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density,HistDistill-Density,budget_25,seed_0,0.23701605718790636,0.23701605718790636,0.23701605718790636,0.23701605718790636,0.23701605718790636,0.23701605718790636,0.0,0.0,1.0,0.23701605718790636,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density,HistDistill-Density,budget_25,seed_1,0.12837835493760463,0.12837835493760463,0.12837835493760463,0.12837835493760463,0.12837835493760463,0.12837835493760463,0.0,0.0,1.0,0.12837835493760463,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density,HistDistill-Density,budget_25,seed_2,0.10461955641179371,0.10461955641179371,0.10461955641179371,0.10461955641179371,0.10461955641179371,0.10461955641179371,0.0,0.0,1.0,0.10461955641179371,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density,HistDistill-Density,budget_50,seed_0,0.19222071935954613,0.19222071935954613,0.19222071935954613,0.19222071935954613,0.19222071935954613,0.19222071935954613,0.0,0.0,1.0,0.19222071935954613,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density,HistDistill-Density,budget_50,seed_1,0.12837835493760463,0.12837835493760463,0.12837835493760463,0.12837835493760463,0.12837835493760463,0.12837835493760463,0.0,0.0,1.0,0.12837835493760463,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density,HistDistill-Density,budget_50,seed_2,0.12394865497976804,0.12394865497976804,0.12394865497976804,0.12394865497976804,0.12394865497976804,0.12394865497976804,0.0,0.0,1.0,0.12394865497976804,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,gain_path_refined,Legacy gain-path refined,budget_25,seed_0,0.23701605718790636,0.23701605718790636,0.23701605718790636,0.23701605718790636,0.23701605718790636,0.23701605718790636,0.0,0.0,1.0,0.23701605718790636,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,gain_path_refined,Legacy gain-path refined,budget_25,seed_1,0.12837835493760463,0.12837835493760463,0.12837835493760463,0.12837835493760463,0.12837835493760463,0.12837835493760463,0.0,0.0,1.0,0.12837835493760463,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,gain_path_refined,Legacy gain-path refined,budget_25,seed_2,0.10461955641179371,0.10461955641179371,0.10461955641179371,0.10461955641179371,0.10461955641179371,0.10461955641179371,0.0,0.0,1.0,0.10461955641179371,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,gain_path_refined,Legacy gain-path refined,budget_50,seed_0,0.19222071935954613,0.19222071935954613,0.19222071935954613,0.19222071935954613,0.19222071935954613,0.19222071935954613,0.0,0.0,1.0,0.19222071935954613,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,gain_path_refined,Legacy gain-path refined,budget_50,seed_1,0.12837835493760463,0.12837835493760463,0.12837835493760463,0.12837835493760463,0.12837835493760463,0.12837835493760463,0.0,0.0,1.0,0.12837835493760463,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,gain_path_refined,Legacy gain-path refined,budget_50,seed_2,0.12394865497976804,0.12394865497976804,0.12394865497976804,0.12394865497976804,0.12394865497976804,0.12394865497976804,0.0,0.0,1.0,0.12394865497976804,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,herding,Herding,budget_25,seed_0,0.239418223864463,0.239418223864463,0.239418223864463,0.239418223864463,0.239418223864463,0.239418223864463,0.0,0.0,1.0,0.239418223864463,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,herding,Herding,budget_25,seed_1,0.13493657368057413,0.13493657368057413,0.13493657368057413,0.13493657368057413,0.13493657368057413,0.13493657368057413,0.0,0.0,1.0,0.13493657368057413,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,herding,Herding,budget_25,seed_2,0.133775201668551,0.133775201668551,0.133775201668551,0.133775201668551,0.133775201668551,0.133775201668551,0.0,0.0,1.0,0.133775201668551,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,herding,Herding,budget_50,seed_0,0.239418223864463,0.239418223864463,0.239418223864463,0.239418223864463,0.239418223864463,0.239418223864463,0.0,0.0,1.0,0.239418223864463,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,herding,Herding,budget_50,seed_1,0.13493657368057413,0.13493657368057413,0.13493657368057413,0.13493657368057413,0.13493657368057413,0.13493657368057413,0.0,0.0,1.0,0.13493657368057413,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,herding,Herding,budget_50,seed_2,0.133775201668551,0.133775201668551,0.133775201668551,0.133775201668551,0.133775201668551,0.133775201668551,0.0,0.0,1.0,0.133775201668551,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,random,Random,budget_25,seed_0,0.24039042324239823,0.24039042324239823,0.24039042324239823,0.24039042324239823,0.24039042324239823,0.24039042324239823,0.0,0.0,1.0,0.24039042324239823,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,random,Random,budget_25,seed_1,0.0781727009806246,0.0781727009806246,0.0781727009806246,0.0781727009806246,0.0781727009806246,0.0781727009806246,0.0,0.0,1.0,0.0781727009806246,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,random,Random,budget_25,seed_2,0.13731775433145174,0.13731775433145174,0.13731775433145174,0.13731775433145174,0.13731775433145174,0.13731775433145174,0.0,0.0,1.0,0.13731775433145174,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,random,Random,budget_50,seed_0,0.24039042324239823,0.24039042324239823,0.24039042324239823,0.24039042324239823,0.24039042324239823,0.24039042324239823,0.0,0.0,1.0,0.24039042324239823,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,random,Random,budget_50,seed_1,0.13016386443419808,0.13016386443419808,0.13016386443419808,0.13016386443419808,0.13016386443419808,0.13016386443419808,0.0,0.0,1.0,0.13016386443419808,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,random,Random,budget_50,seed_2,0.10461955641179371,0.10461955641179371,0.10461955641179371,0.10461955641179371,0.10461955641179371,0.10461955641179371,0.0,0.0,1.0,0.10461955641179371,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,goss_coreset,GOSS coreset,budget_25,seed_0,0.2380697754388097,0.2380697754388097,0.2380697754388097,0.2380697754388097,0.2380697754388097,0.2380697754388097,0.0,0.0,1.0,0.2380697754388097,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,goss_coreset,GOSS coreset,budget_25,seed_1,0.13398492443775786,0.13398492443775786,0.13398492443775786,0.13398492443775786,0.13398492443775786,0.13398492443775786,0.0,0.0,1.0,0.13398492443775786,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,goss_coreset,GOSS coreset,budget_25,seed_2,0.13535446526066847,0.13535446526066847,0.13535446526066847,0.13535446526066847,0.13535446526066847,0.13535446526066847,0.0,0.0,1.0,0.13535446526066847,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,goss_coreset,GOSS coreset,budget_50,seed_0,0.2380697754388097,0.2380697754388097,0.2380697754388097,0.2380697754388097,0.2380697754388097,0.2380697754388097,0.0,0.0,1.0,0.2380697754388097,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,goss_coreset,GOSS coreset,budget_50,seed_1,0.13686084821437283,0.13686084821437283,0.13686084821437283,0.13686084821437283,0.13686084821437283,0.13686084821437283,0.0,0.0,1.0,0.13686084821437283,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,goss_coreset,GOSS coreset,budget_50,seed_2,0.09434928682906893,0.09434928682906893,0.09434928682906893,0.09434928682906893,0.09434928682906893,0.09434928682906893,0.0,0.0,1.0,0.09434928682906893,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,mvs_coreset,MVS coreset,budget_25,seed_0,0.23867479570764963,0.23867479570764963,0.23867479570764963,0.23867479570764963,0.23867479570764963,0.23867479570764963,0.0,0.0,1.0,0.23867479570764963,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,mvs_coreset,MVS coreset,budget_25,seed_1,0.1370538090466247,0.1370538090466247,0.1370538090466247,0.1370538090466247,0.1370538090466247,0.1370538090466247,0.0,0.0,1.0,0.1370538090466247,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,mvs_coreset,MVS coreset,budget_25,seed_2,0.13731775433145174,0.13731775433145174,0.13731775433145174,0.13731775433145174,0.13731775433145174,0.13731775433145174,0.0,0.0,1.0,0.13731775433145174,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,mvs_coreset,MVS coreset,budget_50,seed_0,0.20738726861598505,0.20738726861598505,0.20738726861598505,0.20738726861598505,0.20738726861598505,0.20738726861598505,0.0,0.0,1.0,0.20738726861598505,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,mvs_coreset,MVS coreset,budget_50,seed_1,0.13493657368057413,0.13493657368057413,0.13493657368057413,0.13493657368057413,0.13493657368057413,0.13493657368057413,0.0,0.0,1.0,0.13493657368057413,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,mvs_coreset,MVS coreset,budget_50,seed_2,0.13630809989140522,0.13630809989140522,0.13630809989140522,0.13630809989140522,0.13630809989140522,0.13630809989140522,0.0,0.0,1.0,0.13630809989140522,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,craig_coreset,CRAIG-style,budget_25,seed_0,0.2293449079980509,0.2293449079980509,0.2293449079980509,0.2293449079980509,0.2293449079980509,0.2293449079980509,0.0,0.0,1.0,0.2293449079980509,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,craig_coreset,CRAIG-style,budget_25,seed_1,0.10395883026295673,0.10395883026295673,0.10395883026295673,0.10395883026295673,0.10395883026295673,0.10395883026295673,0.0,0.0,1.0,0.10395883026295673,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,craig_coreset,CRAIG-style,budget_25,seed_2,0.14841884697394578,0.14841884697394578,0.14841884697394578,0.14841884697394578,0.14841884697394578,0.14841884697394578,0.0,0.0,1.0,0.14841884697394578,0.0,,,,
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,craig_coreset,CRAIG-style,budget_50,seed_0,0.2293449079980509,0.2293449079980509,0.2293449079980509,0.2293449079980509,0.2293449079980509,0.2293449079980509,0.0,0.0,1.0,0.2293449079980509,0.0,,,,
