dataset,method,method_label,budget,seed,split_regret,split_regret_norm,split_regret_mean,split_regret_norm_mean,split_regret_root,split_regret_root_norm,split_regret_agreement,split_regret_weighted_agreement,split_regret_states,split_regret_depth_0_norm,split_regret_depth_0_agreement,split_regret_depth_1_norm,split_regret_depth_1_agreement,split_regret_depth_2_norm,split_regret_depth_2_agreement
adult,grand_coreset,GraNd,budget_25,seed_2,435.08915749423056,0.73716059213508,224.2087498816396,0.6811840205519637,692.2736114573963,0.7045830441263687,0.24,0.12657194932451965,25.0,0.7267488898036872,0.0,0.5868561468896631,0.375,0.7250839074719457,0.25
adult,grand_coreset,GraNd,budget_50,seed_0,34.302398871788355,0.18288464172195676,54.89238615367582,0.4830810112692685,0.0,0.0,0.4,0.7734107538046355,25.0,0.0,1.0,0.5188341682821525,0.375,0.6605293279562079,0.16666666666666666
adult,grand_coreset,GraNd,budget_50,seed_1,171.4324940150754,0.33842865702083347,99.43268691108297,0.5453961848885648,219.33384117567027,0.2232338528261146,0.12,0.07914751146029238,25.0,0.15988947344383805,0.0,0.4714304433620252,0.25,0.755334475674894,0.08333333333333333
adult,grand_coreset,GraNd,budget_50,seed_2,168.97543826922706,0.3533875363869023,107.48346914147155,0.4589369926256438,190.2839959802684,0.19366746748306204,0.12,0.06325561595565671,25.0,0.12948832478391276,0.0,0.4066624366023051,0.125,0.6310569749085911,0.16666666666666666
adult,el2n_coreset,EL2N,budget_25,seed_0,464.87031389603345,0.7109662571191427,213.28189892263046,0.646271344936653,888.8183544668892,0.9046225820268912,0.16,0.1093005433520381,25.0,0.9262203231711783,0.0,0.49225377101807793,0.25,0.6323043199513174,0.16666666666666666
adult,el2n_coreset,EL2N,budget_25,seed_1,615.3938507073714,0.9792695250270778,287.5300187604997,0.882817495629201,982.4546988218594,0.9999238898545838,0.0,0.0,25.0,0.9994695686820656,0.0,0.8801663359731517,0.0,0.8359799049612068,0.0
adult,el2n_coreset,EL2N,budget_25,seed_2,435.08915749423056,0.73716059213508,224.2087498816396,0.6811840205519637,692.2736114573963,0.7045830441263687,0.24,0.12657194932451965,25.0,0.7267488898036872,0.0,0.5868561468896631,0.375,0.7250839074719457,0.25
adult,el2n_coreset,EL2N,budget_50,seed_0,34.302398871788355,0.18288464172195676,54.89238615367582,0.4830810112692685,0.0,0.0,0.4,0.7734107538046355,25.0,0.0,1.0,0.5188341682821525,0.375,0.6605293279562079,0.16666666666666666
adult,el2n_coreset,EL2N,budget_50,seed_1,171.4324940150754,0.33842865702083347,99.43268691108297,0.5453961848885648,219.33384117567027,0.2232338528261146,0.12,0.07914751146029238,25.0,0.15988947344383805,0.0,0.4714304433620252,0.25,0.755334475674894,0.08333333333333333
adult,el2n_coreset,EL2N,budget_50,seed_2,168.97543826922706,0.3533875363869023,107.48346914147155,0.4589369926256438,190.2839959802684,0.19366746748306204,0.12,0.06325561595565671,25.0,0.12948832478391276,0.0,0.4066624366023051,0.125,0.6310569749085911,0.16666666666666666
adult,distribution_matching,DistributionMatching,budget_25,seed_0,118.69235992608249,0.3198715044161489,95.97937309898278,0.543298073387386,0.0,0.0,0.24,0.4951023483000248,25.0,0.014131138853338165,0.8,0.516046181903206,0.25,0.781952223766026,0.0
adult,distribution_matching,DistributionMatching,budget_25,seed_1,100.53458449667117,0.18934835689320217,55.67629642016397,0.42294723390221933,190.2839959802684,0.19366746748306204,0.28,0.2617861577214622,25.0,0.13311311567832193,0.0,0.3255790952722638,0.5,0.6086235422488135,0.25
adult,distribution_matching,DistributionMatching,budget_25,seed_2,45.12460113629893,0.11336038817942384,34.47877055688921,0.25160595424548843,0.0,0.0,0.56,0.6995076995123947,25.0,0.004793744695236162,0.8,0.22027836177740898,0.5,0.37532943653681317,0.5
adult,distribution_matching,DistributionMatching,budget_50,seed_0,293.66806173579045,0.43280798252889824,129.8528373904181,0.4047548639002225,538.5203447807553,0.5480958649439394,0.24,0.15630286928698234,25.0,0.39128343784482994,0.0,0.2840384198537554,0.375,0.49084558745428075,0.25
adult,distribution_matching,DistributionMatching,budget_50,seed_1,130.80994574327866,0.23750660200832086,69.81153320817694,0.424112843418843,190.2839959802684,0.19366746748306204,0.12,0.07914751146029238,25.0,0.13311311567832193,0.0,0.35009169919835004,0.25,0.5947101594577221,0.08333333333333333
adult,distribution_matching,DistributionMatching,budget_50,seed_2,123.16076444425352,0.21369833376152222,65.02367912160338,0.29695588773922216,190.2839959802684,0.19366746748306204,0.28,0.15897753588535768,25.0,0.12948832478391276,0.0,0.20497338625053102,0.5,0.4280557066297285,0.25
adult,k_center,K-center,budget_25,seed_0,80.8061305631082,0.1506365676492171,45.18099448927399,0.28130400080105133,190.2839959802684,0.19366746748306204,0.44,0.46244308690330516,25.0,0.20842492474064062,0.0,0.28957088693650657,0.625,0.3061590250692523,0.5
adult,k_center,K-center,budget_25,seed_1,361.2745195218971,0.6502632306973156,190.96126165606188,0.7587561162889278,373.7860109186538,0.3804323623869997,0.0,0.0,25.0,0.6168247782707348,0.0,0.7686548265449396,0.0,0.8112950336258337,0.0
adult,k_center,K-center,budget_25,seed_2,182.72032337144535,0.3973452769474262,120.85329677991174,0.494406271461181,190.2839959802684,0.19366746748306204,0.16,0.0940732710468761,25.0,0.3592535089098171,0.0,0.5039796666537476,0.25,0.5443376590625382,0.16666666666666666
adult,k_center,K-center,budget_50,seed_0,217.96334139572025,0.34619267397591236,103.8348758155206,0.38189466628033436,535.7991841368807,0.5453263188883246,0.32,0.25609104778758934,25.0,0.3722502675976142,0.0,0.4488172100466274,0.25,0.3412981365539391,0.5
adult,k_center,K-center,budget_50,seed_1,265.146602274044,0.4895861552477382,143.79989806284848,0.6677205899771711,373.7860109186538,0.3804323623869997,0.04,0.06685658250982308,25.0,0.5926662935582157,0.0,0.6278254780020154,0.0,0.7255899548018396,0.08333333333333333
adult,k_center,K-center,budget_50,seed_2,250.91636562330908,0.4876791608824499,148.3285137205827,0.5552980729679454,373.7860109186538,0.3804323623869997,0.16,0.0940732710468761,25.0,0.48884616033994055,0.0,0.4767001434805975,0.25,0.6353849895545126,0.16666666666666666
adult,gradient_sampling,Gradient sampling,budget_25,seed_0,28.210671803999045,0.14656319535599655,43.998357607271686,0.4115045794622019,0.0,0.0,0.44,0.7807542902794924,25.0,0.010690514267926188,0.8,0.3710534154263576,0.375,0.6054778826503797,0.3333333333333333
adult,gradient_sampling,Gradient sampling,budget_25,seed_1,77.01805657508238,0.22850563593217466,67.16847280137603,0.48372059141858176,0.0,0.0,0.4,0.7055630061246486,25.0,0.0,1.0,0.3984964809892988,0.375,0.7420869114625127,0.16666666666666666
adult,gradient_sampling,Gradient sampling,budget_25,seed_2,55.247656742443,0.2115640519100941,64.34759549648365,0.4460305177155757,0.0,0.0,0.4,0.6945167276340851,25.0,0.004793744695236162,0.8,0.4148835138649622,0.375,0.6506438423744597,0.25
adult,gradient_sampling,Gradient sampling,budget_50,seed_0,30.480483797639177,0.16258857796865941,48.80491112087328,0.43386678956995545,0.0,0.0,0.4,0.7700729809486792,25.0,0.010690514267926188,0.8,0.45015974630854116,0.375,0.5993282664534105,0.25
adult,gradient_sampling,Gradient sampling,budget_50,seed_1,73.34621944128472,0.20942761256544767,61.568759250948716,0.44703857279924486,0.0,0.0,0.36,0.6853123632447992,25.0,0.0,1.0,0.3560001044186369,0.375,0.6939969570526688,0.08333333333333333
adult,gradient_sampling,Gradient sampling,budget_50,seed_2,29.24849742616783,0.15303329488293962,46.54535809706559,0.3690425121640213,0.0,0.0,0.44,0.7590355098134662,25.0,0.004793744695236162,0.8,0.3965986243919474,0.375,0.5024420904573977,0.3333333333333333
adult,gain_herding,Gain sketch,budget_25,seed_0,186.62125894085332,0.4080596147536514,122.4299660018734,0.5090219351108659,219.33384117567027,0.2232338528261146,0.0,0.0,25.0,0.179731632040593,0.0,0.5830672566410307,0.0,0.5968626803700365,0.0
adult,gain_herding,Gain sketch,budget_25,seed_1,176.0249418021844,0.3401101715124709,99.92623906284749,0.4790851365669836,190.2839959802684,0.19366746748306204,0.16,0.16082095232284915,25.0,0.24341879258418833,0.0,0.4368829958947645,0.25,0.605414207007961,0.16666666666666666
adult,gain_herding,Gain sketch,budget_25,seed_2,169.47188793858544,0.3883319572295454,118.1118790104452,0.5614745418334324,219.33384117567027,0.2232338528261146,0.12,0.059099941057427434,25.0,0.34945510056932516,0.0,0.5719491984196061,0.125,0.6428328713026945,0.16666666666666666
adult,gain_herding,Gain sketch,budget_50,seed_0,147.2149958122098,0.2669157475057672,80.09615298529263,0.31650429157684123,219.33384117567027,0.2232338528261146,0.08,0.06401183691121468,25.0,0.14229523502418956,0.0,0.2622507622665906,0.125,0.4252604180139465,0.08333333333333333
adult,gain_herding,Gain sketch,budget_50,seed_1,102.69901367309934,0.2058037958323088,60.50623831897993,0.4498094114310039,190.2839959802684,0.19366746748306204,0.2,0.21966202644838245,25.0,0.15671083351413378,0.0,0.40807064633880663,0.25,0.5997596622911645,0.25
adult,gain_herding,Gain sketch,budget_50,seed_2,161.3260091059661,0.35170700212439765,106.97233155469675,0.4726051139933432,219.33384117567027,0.2232338528261146,0.08,0.029576129180327523,25.0,0.14945525449555022,0.2,0.5433243066503718,0.0,0.560104760346071,0.08333333333333333
adult,gain_path_herding,Gain-path sketch,budget_25,seed_0,89.45713361729048,0.20045293141942608,60.16170961473421,0.39352890215056185,190.2839959802684,0.19366746748306204,0.2,0.3148870964131287,25.0,0.14702867472792186,0.0,0.32629592709162514,0.375,0.5410593136159529,0.16666666666666666
adult,gain_path_herding,Gain-path sketch,budget_25,seed_1,72.53564275648284,0.2473000785024811,72.68495072524853,0.5459807243709099,0.0,0.0,0.2,0.5142016281340529,25.0,0.07924384652090896,0.4,0.6028285926709678,0.25,0.7025558446083718,0.08333333333333333
adult,gain_path_herding,Gain-path sketch,budget_25,seed_2,149.6491238394655,0.34201270906163206,104.02379448993915,0.4723567168293358,190.2839959802684,0.19366746748306204,0.04,0.00013151326030303974,25.0,0.12948832478391276,0.0,0.5149074990228608,0.0,0.5868513587192453,0.08333333333333333
adult,gain_path_herding,Gain-path sketch,budget_50,seed_0,85.15627214189891,0.1767125306519481,53.041161576582255,0.3381357366021148,190.2839959802684,0.19366746748306204,0.28,0.3716402763749004,25.0,0.11893375996388822,0.2,0.29204508540258645,0.375,0.46019699433439487,0.25
adult,gain_path_herding,Gain-path sketch,budget_50,seed_1,16.096138481322033,0.11585640610848005,34.104071601978376,0.4285629054113975,0.0,0.0,0.4,0.8298367723769562,25.0,0.05011655225377735,0.8,0.47035814035469836,0.375,0.5583853959315386,0.25
adult,gain_path_herding,Gain-path sketch,budget_50,seed_2,138.09383502490164,0.24531169114134646,74.6120020372353,0.322423496389731,219.33384117567027,0.2232338528261146,0.28,0.14340842976005225,25.0,0.15507564369241975,0.0,0.18337753893908149,0.5,0.48484907331404375,0.25
agaricus_lepiota,histdistill_greedy,HistDistill-Greedy,budget_25,seed_0,1.762413013921987,0.934857868055683,1.762413013921987,0.934857868055683,1.762413013921987,0.934857868055683,0.0,0.0,1.0,0.934857868055683,0.0,,,,
agaricus_lepiota,histdistill_greedy,HistDistill-Greedy,budget_25,seed_1,2.1053545877436917,0.9936854413402635,2.1053545877436917,0.9936854413402635,2.1053545877436917,0.9936854413402635,0.0,0.0,1.0,0.9936854413402635,0.0,,,,
agaricus_lepiota,histdistill_greedy,HistDistill-Greedy,budget_25,seed_2,1.4426307429571716,0.6026640345145665,1.4426307429571716,0.6026640345145665,1.4426307429571716,0.6026640345145665,0.0,0.0,1.0,0.6026640345145665,0.0,,,,
agaricus_lepiota,histdistill_greedy,HistDistill-Greedy,budget_50,seed_0,1.762413013921987,0.934857868055683,1.762413013921987,0.934857868055683,1.762413013921987,0.934857868055683,0.0,0.0,1.0,0.934857868055683,0.0,,,,
agaricus_lepiota,histdistill_greedy,HistDistill-Greedy,budget_50,seed_1,1.9022022421457077,0.8978015796050363,1.9022022421457077,0.8978015796050363,1.9022022421457077,0.8978015796050363,0.0,0.0,1.0,0.8978015796050363,0.0,,,,
agaricus_lepiota,histdistill_greedy,HistDistill-Greedy,budget_50,seed_2,2.3177606496932146,0.9682526114201104,2.3177606496932146,0.9682526114201104,2.3177606496932146,0.9682526114201104,0.0,0.0,1.0,0.9682526114201104,0.0,,,,
agaricus_lepiota,histdistill_refined,HistDistill-Refined,budget_25,seed_0,1.7226742395903414,0.9137787534796076,1.7226742395903414,0.9137787534796076,1.7226742395903414,0.9137787534796076,0.0,0.0,1.0,0.9137787534796076,0.0,,,,
agaricus_lepiota,histdistill_refined,HistDistill-Refined,budget_25,seed_1,1.8898460890527329,0.8919697213941024,1.8898460890527329,0.8919697213941024,1.8898460890527329,0.8919697213941024,0.0,0.0,1.0,0.8919697213941024,0.0,,,,
agaricus_lepiota,histdistill_refined,HistDistill-Refined,budget_25,seed_2,1.4426307429571716,0.6026640345145665,1.4426307429571716,0.6026640345145665,1.4426307429571716,0.6026640345145665,0.0,0.0,1.0,0.6026640345145665,0.0,,,,
agaricus_lepiota,histdistill_refined,HistDistill-Refined,budget_50,seed_0,1.4760611322999309,0.7829648058436616,1.4760611322999309,0.7829648058436616,1.4760611322999309,0.7829648058436616,0.0,0.0,1.0,0.7829648058436616,0.0,,,,
agaricus_lepiota,histdistill_refined,HistDistill-Refined,budget_50,seed_1,1.8898460890527329,0.8919697213941024,1.8898460890527329,0.8919697213941024,1.8898460890527329,0.8919697213941024,0.0,0.0,1.0,0.8919697213941024,0.0,,,,
agaricus_lepiota,histdistill_refined,HistDistill-Refined,budget_50,seed_2,2.2266735156543254,0.9302006428479449,2.2266735156543254,0.9302006428479449,2.2266735156543254,0.9302006428479449,0.0,0.0,1.0,0.9302006428479449,0.0,,,,
agaricus_lepiota,histdistill_density,HistDistill-Density,budget_25,seed_0,1.7226742395903414,0.9137787534796076,1.7226742395903414,0.9137787534796076,1.7226742395903414,0.9137787534796076,0.0,0.0,1.0,0.9137787534796076,0.0,,,,
agaricus_lepiota,histdistill_density,HistDistill-Density,budget_25,seed_1,1.8898460890527329,0.8919697213941024,1.8898460890527329,0.8919697213941024,1.8898460890527329,0.8919697213941024,0.0,0.0,1.0,0.8919697213941024,0.0,,,,
agaricus_lepiota,histdistill_density,HistDistill-Density,budget_25,seed_2,2.143318992557573,0.895378999520455,2.143318992557573,0.895378999520455,2.143318992557573,0.895378999520455,0.0,0.0,1.0,0.895378999520455,0.0,,,,
agaricus_lepiota,histdistill_density,HistDistill-Density,budget_50,seed_0,0.3286069977122412,0.174306950120514,0.3286069977122412,0.174306950120514,0.3286069977122412,0.174306950120514,0.0,0.0,1.0,0.174306950120514,0.0,,,,
agaricus_lepiota,histdistill_density,HistDistill-Density,budget_50,seed_1,1.8898460890527329,0.8919697213941024,1.8898460890527329,0.8919697213941024,1.8898460890527329,0.8919697213941024,0.0,0.0,1.0,0.8919697213941024,0.0,,,,
agaricus_lepiota,histdistill_density,HistDistill-Density,budget_50,seed_2,2.360119492122928,0.9859481658789936,2.360119492122928,0.9859481658789936,2.360119492122928,0.9859481658789936,0.0,0.0,1.0,0.9859481658789936,0.0,,,,
agaricus_lepiota,gain_path_refined,Legacy gain-path refined,budget_25,seed_0,1.4760611322999309,0.7829648058436616,1.4760611322999309,0.7829648058436616,1.4760611322999309,0.7829648058436616,0.0,0.0,1.0,0.7829648058436616,0.0,,,,
agaricus_lepiota,gain_path_refined,Legacy gain-path refined,budget_25,seed_1,1.8898460890527329,0.8919697213941024,1.8898460890527329,0.8919697213941024,1.8898460890527329,0.8919697213941024,0.0,0.0,1.0,0.8919697213941024,0.0,,,,
agaricus_lepiota,gain_path_refined,Legacy gain-path refined,budget_25,seed_2,2.143318992557573,0.895378999520455,2.143318992557573,0.895378999520455,2.143318992557573,0.895378999520455,0.0,0.0,1.0,0.895378999520455,0.0,,,,
agaricus_lepiota,gain_path_refined,Legacy gain-path refined,budget_50,seed_0,1.4760611322999309,0.7829648058436616,1.4760611322999309,0.7829648058436616,1.4760611322999309,0.7829648058436616,0.0,0.0,1.0,0.7829648058436616,0.0,,,,
agaricus_lepiota,gain_path_refined,Legacy gain-path refined,budget_50,seed_1,1.8898460890527329,0.8919697213941024,1.8898460890527329,0.8919697213941024,1.8898460890527329,0.8919697213941024,0.0,0.0,1.0,0.8919697213941024,0.0,,,,
agaricus_lepiota,gain_path_refined,Legacy gain-path refined,budget_50,seed_2,2.2266735156543254,0.9302006428479449,2.2266735156543254,0.9302006428479449,2.2266735156543254,0.9302006428479449,0.0,0.0,1.0,0.9302006428479449,0.0,,,,
agaricus_lepiota,herding,Herding,budget_25,seed_0,1.4760611322999309,0.7829648058436616,1.4760611322999309,0.7829648058436616,1.4760611322999309,0.7829648058436616,0.0,0.0,1.0,0.7829648058436616,0.0,,,,
agaricus_lepiota,herding,Herding,budget_25,seed_1,1.8898460890527329,0.8919697213941024,1.8898460890527329,0.8919697213941024,1.8898460890527329,0.8919697213941024,0.0,0.0,1.0,0.8919697213941024,0.0,,,,
agaricus_lepiota,herding,Herding,budget_25,seed_2,2.2266735156543254,0.9302006428479449,2.2266735156543254,0.9302006428479449,2.2266735156543254,0.9302006428479449,0.0,0.0,1.0,0.9302006428479449,0.0,,,,
agaricus_lepiota,herding,Herding,budget_50,seed_0,1.4760611322999309,0.7829648058436616,1.4760611322999309,0.7829648058436616,1.4760611322999309,0.7829648058436616,0.0,0.0,1.0,0.7829648058436616,0.0,,,,
agaricus_lepiota,herding,Herding,budget_50,seed_1,1.8898460890527329,0.8919697213941024,1.8898460890527329,0.8919697213941024,1.8898460890527329,0.8919697213941024,0.0,0.0,1.0,0.8919697213941024,0.0,,,,
agaricus_lepiota,herding,Herding,budget_50,seed_2,2.2266735156543254,0.9302006428479449,2.2266735156543254,0.9302006428479449,2.2266735156543254,0.9302006428479449,0.0,0.0,1.0,0.9302006428479449,0.0,,,,
agaricus_lepiota,random,Random,budget_25,seed_0,0.6786218053425941,0.35996950155677787,0.6786218053425941,0.35996950155677787,0.6786218053425941,0.35996950155677787,0.0,0.0,1.0,0.35996950155677787,0.0,,,,
agaricus_lepiota,random,Random,budget_25,seed_1,0.9898312076896616,0.46718061945069833,0.9898312076896616,0.46718061945069833,0.9898312076896616,0.46718061945069833,0.0,0.0,1.0,0.46718061945069833,0.0,,,,
agaricus_lepiota,random,Random,budget_25,seed_2,2.360119492122928,0.9859481658789936,2.360119492122928,0.9859481658789936,2.360119492122928,0.9859481658789936,0.0,0.0,1.0,0.9859481658789936,0.0,,,,
agaricus_lepiota,random,Random,budget_50,seed_0,0.6786218053425941,0.35996950155677787,0.6786218053425941,0.35996950155677787,0.6786218053425941,0.35996950155677787,0.0,0.0,1.0,0.35996950155677787,0.0,,,,
agaricus_lepiota,random,Random,budget_50,seed_1,0.9898312076896616,0.46718061945069833,0.9898312076896616,0.46718061945069833,0.9898312076896616,0.46718061945069833,0.0,0.0,1.0,0.46718061945069833,0.0,,,,
agaricus_lepiota,random,Random,budget_50,seed_2,2.360119492122928,0.9859481658789936,2.360119492122928,0.9859481658789936,2.360119492122928,0.9859481658789936,0.0,0.0,1.0,0.9859481658789936,0.0,,,,
agaricus_lepiota,goss_coreset,GOSS coreset,budget_25,seed_0,1.455309666152779,0.771957356824555,1.455309666152779,0.771957356824555,1.455309666152779,0.771957356824555,0.0,0.0,1.0,0.771957356824555,0.0,,,,
agaricus_lepiota,goss_coreset,GOSS coreset,budget_25,seed_1,1.2485148407867634,0.5892741430870551,1.2485148407867634,0.5892741430870551,1.2485148407867634,0.5892741430870551,0.0,0.0,1.0,0.5892741430870551,0.0,,,,
agaricus_lepiota,goss_coreset,GOSS coreset,budget_25,seed_2,2.3598778690757793,0.9858472270066334,2.3598778690757793,0.9858472270066334,2.3598778690757793,0.9858472270066334,0.0,0.0,1.0,0.9858472270066334,0.0,,,,
agaricus_lepiota,goss_coreset,GOSS coreset,budget_50,seed_0,0.6786218053425941,0.35996950155677787,0.6786218053425941,0.35996950155677787,0.6786218053425941,0.35996950155677787,0.0,0.0,1.0,0.35996950155677787,0.0,,,,
agaricus_lepiota,goss_coreset,GOSS coreset,budget_50,seed_1,1.2485148407867634,0.5892741430870551,1.2485148407867634,0.5892741430870551,1.2485148407867634,0.5892741430870551,0.0,0.0,1.0,0.5892741430870551,0.0,,,,
agaricus_lepiota,goss_coreset,GOSS coreset,budget_50,seed_2,2.353266094705897,0.9830851351570689,2.353266094705897,0.9830851351570689,2.353266094705897,0.9830851351570689,0.0,0.0,1.0,0.9830851351570689,0.0,,,,
agaricus_lepiota,mvs_coreset,MVS coreset,budget_25,seed_0,0.6786218053425941,0.35996950155677787,0.6786218053425941,0.35996950155677787,0.6786218053425941,0.35996950155677787,0.0,0.0,1.0,0.35996950155677787,0.0,,,,
agaricus_lepiota,mvs_coreset,MVS coreset,budget_25,seed_1,2.043799814430991,0.9646328140812218,2.043799814430991,0.9646328140812218,2.043799814430991,0.9646328140812218,0.0,0.0,1.0,0.9646328140812218,0.0,,,,
agaricus_lepiota,mvs_coreset,MVS coreset,budget_25,seed_2,0.43646261022183697,0.1823337807510317,0.43646261022183697,0.1823337807510317,0.43646261022183697,0.1823337807510317,0.0,0.0,1.0,0.1823337807510317,0.0,,,,
agaricus_lepiota,mvs_coreset,MVS coreset,budget_50,seed_0,0.6786218053425941,0.35996950155677787,0.6786218053425941,0.35996950155677787,0.6786218053425941,0.35996950155677787,0.0,0.0,1.0,0.35996950155677787,0.0,,,,
agaricus_lepiota,mvs_coreset,MVS coreset,budget_50,seed_1,1.2485148407867634,0.5892741430870551,1.2485148407867634,0.5892741430870551,1.2485148407867634,0.5892741430870551,0.0,0.0,1.0,0.5892741430870551,0.0,,,,
agaricus_lepiota,mvs_coreset,MVS coreset,budget_50,seed_2,1.4426307429571716,0.6026640345145665,1.4426307429571716,0.6026640345145665,1.4426307429571716,0.6026640345145665,0.0,0.0,1.0,0.6026640345145665,0.0,,,,
agaricus_lepiota,craig_coreset,CRAIG-style,budget_25,seed_0,0.3286069977122412,0.174306950120514,0.3286069977122412,0.174306950120514,0.3286069977122412,0.174306950120514,0.0,0.0,1.0,0.174306950120514,0.0,,,,
agaricus_lepiota,craig_coreset,CRAIG-style,budget_25,seed_1,1.3178504284114818,0.6219991597614636,1.3178504284114818,0.6219991597614636,1.3178504284114818,0.6219991597614636,0.0,0.0,1.0,0.6219991597614636,0.0,,,,
agaricus_lepiota,craig_coreset,CRAIG-style,budget_25,seed_2,0.9579527285427316,0.4001881001609428,0.9579527285427316,0.4001881001609428,0.9579527285427316,0.4001881001609428,0.0,0.0,1.0,0.4001881001609428,0.0,,,,
agaricus_lepiota,craig_coreset,CRAIG-style,budget_50,seed_0,0.3286069977122412,0.174306950120514,0.3286069977122412,0.174306950120514,0.3286069977122412,0.174306950120514,0.0,0.0,1.0,0.174306950120514,0.0,,,,
agaricus_lepiota,craig_coreset,CRAIG-style,budget_50,seed_1,0.9898312076896616,0.46718061945069833,0.9898312076896616,0.46718061945069833,0.9898312076896616,0.46718061945069833,0.0,0.0,1.0,0.46718061945069833,0.0,,,,
agaricus_lepiota,craig_coreset,CRAIG-style,budget_50,seed_2,0.9579527285427316,0.4001881001609428,0.9579527285427316,0.4001881001609428,0.9579527285427316,0.4001881001609428,0.0,0.0,1.0,0.4001881001609428,0.0,,,,
agaricus_lepiota,gradmatch_coreset,GradMatch-style,budget_25,seed_0,1.7226742395903414,0.9137787534796076,1.7226742395903414,0.9137787534796076,1.7226742395903414,0.9137787534796076,0.0,0.0,1.0,0.9137787534796076,0.0,,,,
agaricus_lepiota,gradmatch_coreset,GradMatch-style,budget_25,seed_1,2.072809635177721,0.9783248717990668,2.072809635177721,0.9783248717990668,2.072809635177721,0.9783248717990668,0.0,0.0,1.0,0.9783248717990668,0.0,,,,
agaricus_lepiota,gradmatch_coreset,GradMatch-style,budget_25,seed_2,2.3581559300201307,0.9851278809483772,2.3581559300201307,0.9851278809483772,2.3581559300201307,0.9851278809483772,0.0,0.0,1.0,0.9851278809483772,0.0,,,,
agaricus_lepiota,gradmatch_coreset,GradMatch-style,budget_50,seed_0,1.4760611322999309,0.7829648058436616,1.4760611322999309,0.7829648058436616,1.4760611322999309,0.7829648058436616,0.0,0.0,1.0,0.7829648058436616,0.0,,,,
agaricus_lepiota,gradmatch_coreset,GradMatch-style,budget_50,seed_1,1.2485148407867634,0.5892741430870551,1.2485148407867634,0.5892741430870551,1.2485148407867634,0.5892741430870551,0.0,0.0,1.0,0.5892741430870551,0.0,,,,
agaricus_lepiota,gradmatch_coreset,GradMatch-style,budget_50,seed_2,2.2266735156543254,0.9302006428479449,2.2266735156543254,0.9302006428479449,2.2266735156543254,0.9302006428479449,0.0,0.0,1.0,0.9302006428479449,0.0,,,,
agaricus_lepiota,grand_coreset,GraNd,budget_25,seed_0,0.6786218053425941,0.35996950155677787,0.6786218053425941,0.35996950155677787,0.6786218053425941,0.35996950155677787,0.0,0.0,1.0,0.35996950155677787,0.0,,,,
agaricus_lepiota,grand_coreset,GraNd,budget_25,seed_1,0.9898312076896616,0.46718061945069833,0.9898312076896616,0.46718061945069833,0.9898312076896616,0.46718061945069833,0.0,0.0,1.0,0.46718061945069833,0.0,,,,
agaricus_lepiota,grand_coreset,GraNd,budget_25,seed_2,0.43646261022183697,0.1823337807510317,0.43646261022183697,0.1823337807510317,0.43646261022183697,0.1823337807510317,0.0,0.0,1.0,0.1823337807510317,0.0,,,,
agaricus_lepiota,grand_coreset,GraNd,budget_50,seed_0,1.4760611322999309,0.7829648058436616,1.4760611322999309,0.7829648058436616,1.4760611322999309,0.7829648058436616,0.0,0.0,1.0,0.7829648058436616,0.0,,,,
agaricus_lepiota,grand_coreset,GraNd,budget_50,seed_1,1.2485148407867634,0.5892741430870551,1.2485148407867634,0.5892741430870551,1.2485148407867634,0.5892741430870551,0.0,0.0,1.0,0.5892741430870551,0.0,,,,
agaricus_lepiota,grand_coreset,GraNd,budget_50,seed_2,0.43646261022183697,0.1823337807510317,0.43646261022183697,0.1823337807510317,0.43646261022183697,0.1823337807510317,0.0,0.0,1.0,0.1823337807510317,0.0,,,,
agaricus_lepiota,el2n_coreset,EL2N,budget_25,seed_0,0.6786218053425941,0.35996950155677787,0.6786218053425941,0.35996950155677787,0.6786218053425941,0.35996950155677787,0.0,0.0,1.0,0.35996950155677787,0.0,,,,
agaricus_lepiota,el2n_coreset,EL2N,budget_25,seed_1,0.9898312076896616,0.46718061945069833,0.9898312076896616,0.46718061945069833,0.9898312076896616,0.46718061945069833,0.0,0.0,1.0,0.46718061945069833,0.0,,,,
agaricus_lepiota,el2n_coreset,EL2N,budget_25,seed_2,0.43646261022183697,0.1823337807510317,0.43646261022183697,0.1823337807510317,0.43646261022183697,0.1823337807510317,0.0,0.0,1.0,0.1823337807510317,0.0,,,,
agaricus_lepiota,el2n_coreset,EL2N,budget_50,seed_0,1.4760611322999309,0.7829648058436616,1.4760611322999309,0.7829648058436616,1.4760611322999309,0.7829648058436616,0.0,0.0,1.0,0.7829648058436616,0.0,,,,
agaricus_lepiota,el2n_coreset,EL2N,budget_50,seed_1,1.2485148407867634,0.5892741430870551,1.2485148407867634,0.5892741430870551,1.2485148407867634,0.5892741430870551,0.0,0.0,1.0,0.5892741430870551,0.0,,,,
agaricus_lepiota,el2n_coreset,EL2N,budget_50,seed_2,0.43646261022183697,0.1823337807510317,0.43646261022183697,0.1823337807510317,0.43646261022183697,0.1823337807510317,0.0,0.0,1.0,0.1823337807510317,0.0,,,,
agaricus_lepiota,distribution_matching,DistributionMatching,budget_25,seed_0,1.4760611322999309,0.7829648058436616,1.4760611322999309,0.7829648058436616,1.4760611322999309,0.7829648058436616,0.0,0.0,1.0,0.7829648058436616,0.0,,,,
